id,status_pred,prob
48770,0,0.1757
48771,1,0.7892
48772,1,0.8772
48773,0,0.0532
48774,0,0.014
48775,0,0.2931
48776,0,0.0259
48777,0,0.1245
48778,0,0.0116
48779,1,0.8501
48780,0,0.3381
48781,0,0.1503
48782,1,0.5197
48783,0,0.1685
48784,1,0.9352
48785,0,0.323
48786,1,0.5648
48787,0,0.2763
48788,0,0.1053
48789,0,0.479
48790,0,0.1009
48791,1,0.8718
48792,0,0.0573
48793,0,0.0112
48794,0,0.0842
48795,0,0.2336
48796,0,0.2259
48797,0,0.0398
48798,1,0.6983
48799,0,0.0302
48800,0,0.4645
48801,1,0.9594
48802,1,0.971
48803,1,0.9839
48804,0,0.089
48805,1,0.7422
48806,0,0.0239
48807,0,0.1382
48808,0,0.4319
48809,0,0.1888
48810,0,0.0628
48811,0,0.0697
48812,0,0.0007
48813,1,0.9587
48814,1,0.7592
48815,0,0.0312
48816,0,0.0497
48817,0,0.1068
48818,0,0.0318
48819,0,0.4112
48820,0,0.0417
48821,0,0.0271
48822,0,0.2835
48823,0,0.0352
48824,0,0.2542
48825,0,0.0002
48826,0,0.0119
48827,1,0.7674
48828,0,0.0121
48829,1,0.7929
48830,0,0.1515
48831,1,0.8859
48832,0,0.116
48833,0,0.0067
48834,1,0.7314
48835,1,0.8454
48836,1,0.6137
48837,0,0.0464
48838,0,0.3009
48839,0,0.1055
48840,1,0.5902
48841,1,0.7414
48842,1,0.8639
48843,0,0.0473
48844,0,0.3309
48845,1,0.6595
48846,1,0.9095
48847,0,0.1788
48848,1,0.7161
48849,1,0.6262
48850,0,0.1759
48851,0,0.1474
48852,0,0.043
48853,1,0.9232
48854,0,0.0208
48855,0,0.1326
48856,0,0.2685
48857,0,0.0045
48858,1,0.6606
48859,0,0.2187
48860,0,0.0768
48861,0,0.4826
48862,0,0.4617
48863,1,0.7911
48864,0,0.3133
48865,0,0.2625
48866,0,0.0021
48867,1,0.9031
48868,1,0.5019
48869,0,0.1181
48870,0,0.1141
48871,0,0.2041
48872,1,0.9479
48873,0,0.0133
48874,0,0.0229
48875,1,0.7431
48876,0,0.1088
48877,1,0.9158
48878,0,0.4706
48879,0,0.0867
48880,1,0.9774
48881,0,0.1168
48882,0,0.0656
48883,0,0.4622
48884,1,0.8018
48885,0,0.1248
48886,0,0.4785
48887,0,0.0423
48888,1,0.9396
48889,0,0.1443
48890,0,0.0653
48891,0,0.0276
48892,1,0.9328
48893,0,0.285
48894,0,0.0177
48895,0,0.2137
48896,0,0.2122
48897,0,0.2723
48898,1,0.827
48899,1,0.5535
48900,0,0.002
48901,0,0.1823
48902,1,0.9735
48903,0,0.045
48904,0,0.1285
48905,0,0.1059
48906,0,0.291
48907,0,0.3557
48908,0,0.0193
48909,0,0.0884
48910,1,0.9061
48911,0,0.22
48912,1,0.783
48913,1,0.6791
48914,0,0.4594
48915,1,0.8605
48916,0,0.2818
48917,0,0.2359
48918,0,0.1085
48919,0,0.4691
48920,1,0.749
48921,0,0.1476
48922,0,0.0009
48923,0,0.0053
48924,0,0.0
48925,1,0.7477
48926,0,0.0523
48927,0,0.0353
48928,1,0.6737
48929,1,0.7873
48930,0,0.0076
48931,0,0.193
48932,0,0.0269
48933,0,0.0234
48934,0,0.3938
48935,1,0.7161
48936,1,0.5666
48937,0,0.0408
48938,1,0.8659
48939,0,0.0167
48940,0,0.0144
48941,0,0.4166
48942,1,0.8628
48943,0,0.0458
48944,0,0.3785
48945,1,0.5442
48946,0,0.4772
48947,1,0.8569
48948,1,0.5724
48949,0,0.0598
48950,0,0.0977
48951,0,0.0883
48952,0,0.0726
48953,0,0.0258
48954,0,0.0846
48955,0,0.0359
48956,1,0.7552
48957,0,0.009
48958,1,0.9214
48959,1,0.7759
48960,0,0.1192
48961,0,0.2334
48962,0,0.0522
48963,0,0.1125
48964,1,0.7634
48965,0,0.3584
48966,0,0.2027
48967,1,0.9509
48968,0,0.3016
48969,0,0.4618
48970,0,0.3924
48971,1,0.7117
48972,0,0.005
48973,0,0.3513
48974,0,0.0015
48975,1,0.9842
48976,0,0.0233
48977,1,0.832
48978,0,0.018
48979,0,0.0483
48980,0,0.3374
48981,1,0.6694
48982,0,0.1028
48983,0,0.0031
48984,1,0.615
48985,0,0.0375
48986,0,0.2551
48987,0,0.2503
48988,0,0.0572
48989,0,0.2145
48990,0,0.0909
48991,1,0.7453
48992,1,0.7859
48993,1,0.6132
48994,0,0.075
48995,0,0.104
48996,0,0.187
48997,1,0.9274
48998,1,0.8107
48999,0,0.0301
49000,0,0.3729
49001,1,0.5977
49002,1,0.9322
49003,1,0.642
49004,1,0.7652
49005,0,0.2701
49006,0,0.0004
49007,0,0.1176
49008,1,0.6748
49009,0,0.036
49010,0,0.3838
49011,1,0.6127
49012,0,0.0201
49013,1,0.548
49014,0,0.0324
49015,0,0.0815
49016,0,0.1945
49017,0,0.009
49018,0,0.1896
49019,0,0.2227
49020,0,0.186
49021,0,0.3867
49022,0,0.2033
49023,1,0.8067
49024,1,0.932
49025,1,0.8289
49026,1,0.846
49027,0,0.331
49028,0,0.3839
49029,0,0.0321
49030,0,0.0557
49031,1,0.6233
49032,1,0.9091
49033,0,0.4328
49034,0,0.2014
49035,0,0.0066
49036,0,0.4467
49037,0,0.3885
49038,1,0.6979
49039,0,0.2791
49040,0,0.0005
49041,1,0.9187
49042,0,0.0172
49043,1,0.5983
49044,0,0.2434
49045,1,0.7543
49046,1,0.6828
49047,1,0.9235
49048,0,0.1301
49049,0,0.0517
49050,0,0.054
49051,0,0.3487
49052,0,0.2295
49053,1,0.7247
49054,1,0.7478
49055,0,0.0837
49056,0,0.0003
49057,1,0.8218
49058,0,0.0051
49059,1,0.8503
49060,1,0.848
49061,0,0.463
49062,0,0.2487
49063,1,0.7404
49064,1,0.664
49065,0,0.2596
49066,0,0.0003
49067,0,0.165
49068,0,0.2761
49069,1,0.5157
49070,0,0.0346
49071,1,0.9224
49072,0,0.0824
49073,1,0.6782
49074,1,0.9263
49075,0,0.0858
49076,0,0.0575
49077,1,0.6465
49078,0,0.0836
49079,0,0.1089
49080,0,0.1185
49081,1,0.8482
49082,0,0.2758
49083,1,0.7067
49084,1,0.8649
49085,0,0.1828
49086,0,0.0034
49087,1,0.9425
49088,1,0.7794
49089,1,0.7133
49090,1,0.9224
49091,0,0.0676
49092,0,0.0049
49093,0,0.2029
49094,1,0.6168
49095,0,0.001
49096,1,0.9703
49097,1,0.6603
49098,0,0.0242
49099,0,0.0824
49100,1,0.5446
49101,1,0.5551
49102,0,0.0036
49103,1,0.7913
49104,1,0.8143
49105,1,0.9016
49106,0,0.4097
49107,0,0.0628
49108,1,0.857
49109,0,0.4546
49110,0,0.2216
49111,0,0.205
49112,0,0.0021
49113,0,0.1491
49114,0,0.0886
49115,0,0.4766
49116,1,0.8998
49117,1,0.6154
49118,0,0.151
49119,0,0.4622
49120,0,0.09
49121,0,0.0267
49122,0,0.3467
49123,0,0.0311
49124,0,0.0422
49125,0,0.1999
49126,1,0.6937
49127,0,0.2988
49128,0,0.0812
49129,0,0.016
49130,0,0.0119
49131,1,0.8613
49132,1,0.5487
49133,1,0.6699
49134,1,0.6775
49135,0,0.2004
49136,1,0.964
49137,1,0.9613
49138,1,0.5323
49139,0,0.0147
49140,1,0.6106
49141,1,0.8145
49142,0,0.4421
49143,0,0.0315
49144,0,0.0379
49145,0,0.0492
49146,1,0.7329
49147,0,0.3111
49148,1,0.6659
49149,0,0.0427
49150,0,0.1092
49151,0,0.0597
49152,1,0.8667
49153,1,0.8584
49154,0,0.1172
49155,0,0.0291
49156,0,0.003
49157,0,0.1534
49158,0,0.009
49159,1,0.8922
49160,1,0.9258
49161,0,0.1002
49162,0,0.2011
49163,0,0.3914
49164,0,0.0364
49165,0,0.0908
49166,0,0.0885
49167,1,0.6605
49168,0,0.2586
49169,0,0.3941
49170,0,0.2757
49171,0,0.0004
49172,0,0.1541
49173,0,0.1829
49174,0,0.0002
49175,0,0.006
49176,1,0.7936
49177,0,0.0178
49178,1,0.7118
49179,0,0.0971
49180,0,0.4961
49181,0,0.001
49182,0,0.0372
49183,1,0.7645
49184,1,0.8628
49185,1,0.9271
49186,0,0.1954
49187,1,0.672
49188,1,0.6473
49189,1,0.793
49190,0,0.2505
49191,0,0.0016
49192,0,0.1695
49193,0,0.0216
49194,1,0.8672
49195,0,0.1947
49196,1,0.923
49197,0,0.2619
49198,1,0.7081
49199,0,0.3376
49200,0,0.0418
49201,1,0.5933
49202,0,0.0342
49203,1,0.891
49204,1,0.7889
49205,0,0.293
49206,1,0.9504
49207,0,0.0259
49208,1,0.5287
49209,0,0.0005
49210,0,0.0056
49211,1,0.9335
49212,0,0.1925
49213,0,0.0272
49214,0,0.0497
49215,1,0.719
49216,0,0.0505
49217,0,0.0599
49218,0,0.243
49219,1,0.9534
49220,0,0.4987
49221,0,0.0778
49222,0,0.3729
49223,0,0.3495
49224,0,0.1383
49225,0,0.2695
49226,0,0.4402
49227,1,0.8539
49228,1,0.9468
49229,0,0.074
49230,0,0.0258
49231,1,0.7196
49232,1,0.7401
49233,0,0.0343
49234,1,0.6711
49235,0,0.2686
49236,1,0.9824
49237,1,0.8605
49238,0,0.4516
49239,0,0.0951
49240,1,0.9583
49241,1,0.8922
49242,0,0.0002
49243,0,0.3181
49244,1,0.8712
49245,1,0.6275
49246,1,0.5727
49247,0,0.353
49248,0,0.1944
49249,0,0.1499
49250,0,0.1135
49251,1,0.9873
49252,1,0.9386
49253,0,0.1521
49254,0,0.0656
49255,0,0.0726
49256,0,0.3033
49257,1,0.7331
49258,1,0.8907
49259,1,0.8995
49260,0,0.2237
49261,0,0.2666
49262,1,0.9563
49263,1,0.8072
49264,0,0.202
49265,1,0.6165
49266,0,0.3169
49267,0,0.0433
49268,0,0.0558
49269,0,0.0
49270,1,0.8478
49271,0,0.3037
49272,1,0.9629
49273,0,0.2617
49274,1,0.9886
49275,0,0.0719
49276,1,0.7716
49277,0,0.3423
49278,0,0.0943
49279,0,0.3263
49280,0,0.0366
49281,0,0.0471
49282,0,0.0879
49283,1,0.8058
49284,1,0.7143
49285,1,0.9538
49286,1,0.7995
49287,1,0.8155
49288,0,0.1545
49289,0,0.0024
49290,0,0.0733
49291,0,0.1411
49292,0,0.1775
49293,1,0.9278
49294,1,0.9425
49295,0,0.0755
49296,0,0.1612
49297,1,0.5469
49298,0,0.2564
49299,1,0.6956
49300,1,0.7579
49301,0,0.0405
49302,1,0.6956
49303,1,0.8856
49304,0,0.008
49305,0,0.3345
49306,0,0.0466
49307,0,0.2369
49308,0,0.3522
49309,1,0.8326
49310,0,0.0342
49311,0,0.1513
49312,0,0.4704
49313,0,0.0771
49314,1,0.7621
49315,0,0.1482
49316,1,0.9342
49317,0,0.085
49318,0,0.2706
49319,0,0.0224
49320,1,0.6541
49321,1,0.757
49322,0,0.0234
49323,1,0.8904
49324,0,0.0418
49325,1,0.8866
49326,1,0.8417
49327,0,0.2419
49328,0,0.2108
49329,0,0.0003
49330,1,0.9904
49331,0,0.1299
49332,1,0.7962
49333,1,0.5809
49334,0,0.0221
49335,0,0.4688
49336,0,0.1756
49337,0,0.0553
49338,1,0.8114
49339,0,0.0094
49340,0,0.0144
49341,0,0.0699
49342,1,0.9305
49343,0,0.1379
49344,0,0.0075
49345,0,0.0289
49346,1,0.5593
49347,0,0.026
49348,1,0.8784
49349,0,0.011
49350,1,0.8768
49351,0,0.2258
49352,0,0.0539
49353,1,0.9788
49354,0,0.0014
49355,1,0.7516
49356,0,0.1104
49357,0,0.026
49358,1,0.7938
49359,1,0.933
49360,1,0.5573
49361,0,0.2362
49362,1,0.757
49363,0,0.0346
49364,0,0.0136
49365,0,0.0002
49366,0,0.0003
49367,0,0.2872
49368,1,0.8435
49369,0,0.0924
49370,1,0.9023
49371,0,0.278
49372,1,0.7299
49373,1,0.7979
49374,1,0.6357
49375,1,0.8795
49376,0,0.0085
49377,0,0.2255
49378,0,0.0162
49379,0,0.2619
49380,1,0.7947
49381,0,0.2477
49382,1,0.8933
49383,1,0.8264
49384,1,0.6981
49385,0,0.1866
49386,1,0.8851
49387,1,0.6662
49388,0,0.0176
49389,0,0.0388
49390,0,0.1839
49391,0,0.061
49392,0,0.4561
49393,0,0.2114
49394,0,0.2843
49395,1,0.9108
49396,1,0.5204
49397,1,0.9135
49398,0,0.0287
49399,0,0.1213
49400,1,0.9444
49401,0,0.0611
49402,1,0.941
49403,1,0.7804
49404,0,0.2862
49405,0,0.3239
49406,0,0.1043
49407,0,0.0361
49408,0,0.0275
49409,0,0.4632
49410,0,0.0737
49411,0,0.0245
49412,1,0.9833
49413,1,0.8058
49414,1,0.8358
49415,1,0.9795
49416,1,0.6281
49417,1,0.569
49418,1,0.8231
49419,0,0.0393
49420,1,0.6826
49421,0,0.0047
49422,0,0.1499
49423,0,0.0831
49424,1,0.7526
49425,0,0.1759
49426,1,0.8159
49427,0,0.0515
49428,1,0.8949
49429,0,0.0788
49430,0,0.2508
49431,1,0.7792
49432,0,0.4116
49433,0,0.4476
49434,1,0.7018
49435,1,0.7411
49436,1,0.8392
49437,0,0.1679
49438,1,0.9224
49439,0,0.0239
49440,1,0.9787
49441,0,0.0744
49442,1,0.8868
49443,0,0.3427
49444,1,0.7909
49445,1,0.9422
49446,1,0.8806
49447,0,0.2788
49448,0,0.4674
49449,1,0.9085
49450,0,0.2069
49451,1,0.7123
49452,1,0.9022
49453,0,0.3365
49454,0,0.1237
49455,0,0.2561
49456,0,0.0229
49457,1,0.5455
49458,0,0.0637
49459,1,0.6537
49460,1,0.6507
49461,1,0.7955
49462,0,0.1001
49463,1,0.9129
49464,0,0.064
49465,1,0.9634
49466,0,0.0784
49467,1,0.8301
49468,0,0.061
49469,1,0.849
49470,0,0.3634
49471,1,0.9726
49472,1,0.604
49473,1,0.7893
49474,0,0.0182
49475,0,0.4337
49476,1,0.9344
49477,0,0.3829
49478,0,0.2558
49479,1,0.9771
49480,0,0.312
49481,0,0.0038
49482,0,0.0387
49483,0,0.4745
49484,1,0.6991
49485,1,0.8714
49486,0,0.1211
49487,0,0.3126
49488,0,0.063
49489,0,0.0076
49490,1,0.6577
49491,1,0.5246
49492,0,0.0871
49493,1,0.7536
49494,0,0.0132
49495,0,0.0003
49496,0,0.0002
49497,0,0.0615
49498,1,0.9744
49499,0,0.3192
49500,1,0.9613
49501,0,0.0388
49502,0,0.1338
49503,0,0.2977
49504,1,0.5999
49505,0,0.0237
49506,0,0.0959
49507,0,0.1245
49508,1,0.5732
49509,0,0.0022
49510,0,0.025
49511,1,0.7691
49512,0,0.0676
49513,0,0.0021
49514,1,0.6139
49515,0,0.144
49516,1,0.8339
49517,1,0.9757
49518,0,0.3652
49519,0,0.1375
49520,1,0.6094
49521,0,0.0004
49522,0,0.0659
49523,0,0.0582
49524,1,0.9757
49525,1,0.5614
49526,1,0.926
49527,0,0.0338
49528,1,0.7236
49529,0,0.4373
49530,0,0.003
49531,0,0.1902
49532,1,0.7912
49533,1,0.9941
49534,0,0.0057
49535,0,0.0225
49536,1,0.7447
49537,0,0.0059
49538,0,0.3053
49539,0,0.107
49540,0,0.1989
49541,0,0.0227
49542,0,0.0251
49543,0,0.0427
49544,0,0.1596
49545,0,0.0882
49546,0,0.4374
49547,0,0.0064
49548,0,0.3869
49549,1,0.9586
49550,0,0.1044
49551,0,0.2685
49552,0,0.118
49553,1,0.6315
49554,0,0.0
49555,0,0.2533
49556,0,0.0689
49557,0,0.2002
49558,1,0.8427
49559,1,0.7387
49560,0,0.3367
49561,0,0.014
49562,1,0.5985
49563,0,0.1419
49564,1,0.6843
49565,0,0.1971
49566,0,0.2203
49567,1,0.5172
49568,0,0.0446
49569,1,0.8171
49570,1,0.8465
49571,1,0.9846
49572,0,0.4638
49573,1,0.7504
49574,1,0.6857
49575,0,0.4911
49576,1,0.6695
49577,0,0.3621
49578,0,0.036
49579,0,0.4061
49580,1,0.5207
49581,0,0.2404
49582,0,0.1861
49583,0,0.0004
49584,1,0.7039
49585,0,0.0029
49586,1,0.8159
49587,1,0.8825
49588,0,0.1256
49589,0,0.1039
49590,0,0.0216
49591,0,0.3517
49592,0,0.0259
49593,1,0.7917
49594,0,0.396
49595,0,0.1339
49596,1,0.8183
49597,0,0.2311
49598,0,0.0002
49599,0,0.0363
49600,0,0.2208
49601,1,0.7977
49602,0,0.0506
49603,0,0.0717
49604,0,0.4674
49605,0,0.3425
49606,1,0.6716
49607,0,0.2472
49608,1,0.6802
49609,1,0.931
49610,0,0.2815
49611,0,0.0942
49612,0,0.1419
49613,1,0.6322
49614,0,0.1477
49615,1,0.7427
49616,1,0.623
49617,0,0.154
49618,1,0.9769
49619,0,0.2894
49620,0,0.1896
49621,1,0.8365
49622,0,0.1562
49623,1,0.6077
49624,1,0.7212
49625,1,0.9229
49626,0,0.1908
49627,1,0.6284
49628,0,0.1747
49629,0,0.1263
49630,0,0.1808
49631,1,0.972
49632,0,0.0581
49633,1,0.5817
49634,0,0.0267
49635,0,0.4599
49636,0,0.2782
49637,1,0.8726
49638,1,0.9432
49639,0,0.3307
49640,0,0.0006
49641,1,0.9837
49642,0,0.0014
49643,0,0.2665
49644,0,0.1079
49645,0,0.044
49646,1,0.9378
49647,1,0.8816
49648,1,0.8359
49649,0,0.0521
49650,1,0.7156
49651,0,0.0215
49652,0,0.2781
49653,0,0.1795
49654,1,0.9787
49655,0,0.3806
49656,0,0.0347
49657,0,0.0383
49658,1,0.9258
49659,1,0.9186
49660,0,0.0006
49661,0,0.1718
49662,0,0.0163
49663,1,0.5107
49664,0,0.3563
49665,1,0.806
49666,0,0.1839
49667,1,0.9303
49668,0,0.3959
49669,0,0.0155
49670,1,0.8466
49671,0,0.1764
49672,0,0.0223
49673,0,0.1835
49674,1,0.8577
49675,1,0.8666
49676,0,0.2973
49677,1,0.6163
49678,0,0.0081
49679,1,0.6062
49680,1,0.6539
49681,1,0.8951
49682,0,0.085
49683,0,0.3647
49684,1,0.744
49685,1,0.7493
49686,0,0.0419
49687,0,0.0478
49688,0,0.0002
49689,0,0.1345
49690,1,0.9863
49691,1,0.9293
49692,0,0.0466
49693,0,0.4682
49694,0,0.2917
49695,1,0.7743
49696,0,0.0382
49697,0,0.0925
49698,1,0.8474
49699,0,0.4813
49700,0,0.1197
49701,1,0.848
49702,0,0.0943
49703,0,0.2093
49704,1,0.7105
49705,0,0.2337
49706,0,0.0473
49707,1,0.7893
49708,0,0.0105
49709,0,0.3226
49710,0,0.3511
49711,0,0.3008
49712,0,0.1171
49713,0,0.0901
49714,0,0.104
49715,0,0.4226
49716,0,0.4618
49717,0,0.1544
49718,1,0.8085
49719,0,0.4949
49720,0,0.0337
49721,0,0.193
49722,1,0.9649
49723,0,0.0742
49724,0,0.0697
49725,1,0.7283
49726,0,0.0805
49727,0,0.0196
49728,1,0.7563
49729,1,0.9385
49730,1,0.7359
49731,1,0.8538
49732,1,0.6047
49733,1,0.8056
49734,1,0.7602
49735,0,0.2365
49736,1,0.7003
49737,0,0.0621
49738,1,0.8283
49739,0,0.0465
49740,0,0.0724
49741,0,0.0516
49742,0,0.0135
49743,1,0.8768
49744,0,0.2042
49745,0,0.1735
49746,0,0.356
49747,1,0.688
49748,1,0.7536
49749,0,0.0805
49750,0,0.2251
49751,0,0.043
49752,0,0.1625
49753,0,0.0017
49754,1,0.9614
49755,0,0.1833
49756,0,0.0744
49757,1,0.9917
49758,0,0.1584
49759,1,0.8636
49760,0,0.4558
49761,0,0.1494
49762,0,0.2405
49763,0,0.4431
49764,1,0.9528
49765,1,0.6574
49766,1,0.7877
49767,0,0.2426
49768,1,0.9385
49769,1,0.5282
49770,1,0.9269
49771,0,0.1007
49772,0,0.0736
49773,0,0.0577
49774,0,0.3122
49775,0,0.2131
49776,0,0.0006
49777,0,0.0071
49778,0,0.387
49779,0,0.2037
49780,1,0.9234
49781,0,0.0023
49782,0,0.1397
49783,1,0.9755
49784,0,0.4334
49785,0,0.4804
49786,0,0.3282
49787,1,0.9187
49788,0,0.2118
49789,0,0.3745
49790,1,0.8532
49791,0,0.4118
49792,0,0.0855
49793,1,0.7751
49794,1,0.5241
49795,0,0.0675
49796,0,0.1881
49797,1,0.9174
49798,1,0.9051
49799,0,0.0125
49800,1,0.5139
49801,1,0.9459
49802,0,0.0006
49803,0,0.0162
49804,1,0.7101
49805,0,0.0409
49806,0,0.1272
49807,1,0.9583
49808,1,0.9565
49809,0,0.2732
49810,0,0.352
49811,1,0.942
49812,1,0.7292
49813,1,0.8933
49814,0,0.1164
49815,1,0.5469
49816,0,0.3439
49817,0,0.0329
49818,1,0.9261
49819,1,0.7745
49820,0,0.0526
49821,1,0.7742
49822,1,0.9043
49823,1,0.9233
49824,0,0.0017
49825,0,0.0543
49826,0,0.019
49827,0,0.1494
49828,0,0.0596
49829,0,0.2908
49830,1,0.6701
49831,1,0.653
49832,0,0.4808
49833,0,0.4943
49834,1,0.5135
49835,1,0.9185
49836,0,0.0078
49837,0,0.0005
49838,0,0.2282
49839,0,0.1465
49840,0,0.2207
49841,0,0.0491
49842,0,0.0962
49843,0,0.0468
49844,0,0.2186
49845,0,0.2449
49846,0,0.2129
49847,1,0.9318
49848,1,0.963
49849,1,0.7823
49850,0,0.0955
49851,1,0.8188
49852,0,0.0147
49853,0,0.0311
49854,1,0.7105
49855,0,0.0966
49856,0,0.1107
49857,0,0.2926
49858,0,0.2914
49859,1,0.9094
49860,1,0.6224
49861,0,0.1282
49862,0,0.3981
49863,1,0.9142
49864,0,0.0561
49865,0,0.025
49866,1,0.9139
49867,0,0.0741
49868,1,0.8928
49869,0,0.0269
49870,1,0.7468
49871,0,0.1003
49872,1,0.8624
49873,0,0.0174
49874,0,0.3951
49875,1,0.8308
49876,0,0.3267
49877,1,0.7746
49878,1,0.8638
49879,0,0.0698
49880,0,0.0903
49881,0,0.1296
49882,0,0.0225
49883,0,0.202
49884,0,0.0873
49885,1,0.8744
49886,0,0.0701
49887,0,0.1497
49888,0,0.0295
49889,0,0.1249
49890,1,0.8097
49891,1,0.7352
49892,0,0.0063
49893,1,0.9156
49894,0,0.0882
49895,1,0.9837
49896,0,0.025
49897,0,0.4643
49898,1,0.7613
49899,0,0.3293
49900,1,0.9372
49901,1,0.7947
49902,0,0.2594
49903,0,0.443
49904,0,0.0049
49905,1,0.9133
49906,0,0.1392
49907,0,0.1088
49908,1,0.7561
49909,0,0.1808
49910,1,0.827
49911,0,0.0321
49912,0,0.0833
49913,0,0.0862
49914,0,1e-04
49915,0,0.2627
49916,1,0.8499
49917,1,0.8986
49918,0,0.3647
49919,0,0.0967
49920,0,0.1185
49921,0,0.0002
49922,0,0.0037
49923,0,0.0443
49924,0,0.0866
49925,1,0.5245
49926,0,0.109
49927,1,0.9152
49928,1,0.9453
49929,0,0.0425
49930,1,0.6922
49931,0,0.0493
49932,0,0.0858
49933,0,0.2086
49934,0,0.0098
49935,1,0.9731
49936,1,0.9191
49937,0,0.3194
49938,0,0.3088
49939,0,0.0994
49940,0,0.3696
49941,0,0.2212
49942,0,0.0673
49943,1,0.6789
49944,0,0.4723
49945,0,0.0049
49946,0,0.1661
49947,1,0.947
49948,1,0.6402
49949,0,0.0015
49950,0,0.22
49951,1,0.5531
49952,0,0.0102
49953,0,0.0011
49954,0,0.0615
49955,0,0.0072
49956,0,0.1675
49957,0,0.0073
49958,1,0.8478
49959,0,0.0495
49960,1,0.8795
49961,0,0.0372
49962,1,0.8192
49963,0,0.286
49964,0,0.1537
49965,0,0.0089
49966,0,0.0439
49967,1,0.5683
49968,1,0.7853
49969,0,0.1554
49970,0,0.1278
49971,0,0.2029
49972,0,0.011
49973,0,0.0037
49974,0,0.0011
49975,1,0.7725
49976,0,0.0747
49977,1,0.8093
49978,0,0.1325
49979,0,0.0023
49980,1,0.8712
49981,0,0.0039
49982,0,0.0069
49983,1,0.9467
49984,1,0.6668
49985,1,0.6737
49986,1,0.5471
49987,1,0.6687
49988,0,0.1536
49989,0,0.0128
49990,1,0.9306
49991,1,0.9548
49992,0,0.05
49993,0,0.2694
49994,1,0.8882
49995,1,0.7886
49996,0,0.4157
49997,1,0.5562
49998,1,0.83
49999,0,0.41
50000,1,0.6287
50001,1,0.8013
50002,1,0.5057
50003,1,0.9097
50004,0,0.3675
50005,1,0.7643
50006,0,0.0109
50007,0,0.2388
50008,1,0.9234
50009,1,0.7465
50010,0,0.0143
50011,0,0.3645
50012,0,0.0007
50013,0,0.1557
50014,0,0.2787
50015,0,0.2561
50016,1,0.5325
50017,0,0.0006
50018,0,0.069
50019,0,0.0025
50020,0,0.0585
50021,0,0.3321
50022,0,0.1608
50023,0,0.1704
50024,1,0.9569
50025,1,0.728
50026,1,0.7383
50027,1,0.9435
50028,1,0.8711
50029,0,0.3173
50030,0,0.1384
50031,0,0.0024
50032,1,0.9149
50033,1,0.8532
50034,1,0.6743
50035,0,0.1228
50036,0,0.0726
50037,1,0.7288
50038,0,0.2807
50039,0,0.447
50040,0,0.3478
50041,1,0.721
50042,1,0.9103
50043,0,0.4217
50044,0,0.0206
50045,0,0.048
50046,1,0.926
50047,1,0.6792
50048,0,0.0147
50049,0,0.1937
50050,1,0.6923
50051,0,0.2882
50052,0,0.3611
50053,1,0.7773
50054,1,0.7014
50055,1,0.9796
50056,0,0.0548
50057,0,0.4606
50058,0,0.2011
50059,1,0.6919
50060,0,0.2029
50061,0,0.001
50062,0,0.0648
50063,0,0.1081
50064,0,0.0122
50065,1,0.786
50066,1,0.9573
50067,0,0.1526
50068,0,0.0002
50069,0,0.4448
50070,1,0.9381
50071,0,0.4186
50072,1,0.9694
50073,1,0.5317
50074,0,0.107
50075,0,0.0103
50076,1,0.7197
50077,1,0.7501
50078,1,0.9426
50079,0,0.2707
50080,0,0.0634
50081,0,0.1409
50082,0,0.0428
50083,0,0.2941
50084,0,0.0253
50085,0,0.1941
50086,0,0.047
50087,0,0.268
50088,0,0.009
50089,0,0.0627
50090,0,0.2234
50091,0,0.0002
50092,0,0.4074
50093,0,0.2402
50094,0,0.0061
50095,1,0.536
50096,0,0.2882
50097,1,0.6959
50098,1,0.9745
50099,0,0.4777
50100,0,0.1432
50101,1,0.9125
50102,0,0.0625
50103,1,0.6917
50104,1,0.503
50105,0,0.2364
50106,0,0.0264
50107,0,0.4854
50108,0,0.3631
50109,1,0.865
50110,1,0.8084
50111,0,0.1167
50112,0,0.0598
50113,0,0.2444
50114,1,0.5949
50115,1,0.6973
50116,1,0.7217
50117,0,0.0633
50118,0,0.3543
50119,0,0.1629
50120,0,0.4864
50121,1,0.7774
50122,0,0.0069
50123,1,0.8428
50124,0,0.0042
50125,1,0.816
50126,0,0.0387
50127,0,0.0022
50128,1,0.947
50129,0,0.1032
50130,0,0.4206
50131,0,0.022
50132,0,0.4687
50133,1,0.9096
50134,0,0.0091
50135,1,0.5241
50136,1,0.9473
50137,0,0.1305
50138,0,0.0638
50139,0,0.3877
50140,1,0.9448
50141,0,0.1511
50142,0,0.0808
50143,0,0.0177
50144,1,0.6996
50145,0,0.0648
50146,1,0.5586
50147,0,0.4426
50148,0,0.0084
50149,0,0.0008
50150,1,0.6304
50151,1,0.8789
50152,0,0.2475
50153,0,0.1279
50154,1,0.9597
50155,0,0.3423
50156,1,0.8882
50157,1,0.9385
50158,0,0.2184
50159,0,0.014
50160,0,0.0325
50161,0,0.1145
50162,0,0.2129
50163,1,0.9142
50164,0,0.0247
50165,1,0.61
50166,1,0.9419
50167,0,0.301
50168,0,0.0032
50169,0,0.3146
50170,0,0.0681
50171,0,0.0861
50172,0,0.3251
50173,0,0.1233
50174,1,0.9056
50175,0,0.0864
50176,0,0.0148
50177,0,0.0715
50178,0,0.2506
50179,1,0.566
50180,0,0.0529
50181,0,0.3431
50182,0,0.0097
